metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,MY_LOWER,MY_UPPER,species,count,refseq_count,refseq_distribution,refseq_mean,refseq_std,refseq_median,refseq_q1,refseq_q3,refseq_iqr,refseq_min,refseq_max,refseq_lower_bound,refseq_upper_bound,KS_statistic,KS_p_value,Wasserstein_Distance
Genome_Size,non-normal,4117877.1082033217,124300.78286123672,4162338.0,3990843.0,4246579.5,255736.5,3829812.0,4403519.0,3831245.49,4326288.64,3684279.0,4586412.0,Bacillus_subtilis,1987,375,non-normal,4161496.4426666666,109496.57189069764,4169187.0,4089108.0,4215938.5,126830.5,3684279.0,4586412.0,3842191.41,4574493.35,0.2983485992283174,2.4736825074554458e-25,50652.62459050494
N50,non-normal,501037.0711678832,347545.2421994192,486186.0,175645.25,716214.5,540569.25,1025.0,1048938.0,2262.875,1048728.0,2262.88,1048728.0,Chlamydia_trachomatis,1096,0,,,,,,,,,,,,,,
number,non-normal,78.75091240875912,115.4019356466447,37.0,19.0,85.25,66.25,2.0,1104.0,2.0,706.7000000000025,2.0,706.7,Chlamydia_trachomatis,1096,0,,,,,,,,,,,,,,
longest,non-normal,556407.1770072993,311202.1792157782,562063.5,368702.25,716214.5,347512.25,6885.0,1048938.0,9578.0,1048728.0,9578.0,1048728.0,Chlamydia_trachomatis,1096,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.413851056569343,0.0020397327819146,0.4131365,0.41255975,0.4145064999999999,0.0019467499999999,0.40962,0.425691,0.411204225,0.421370075,0.4112,0.4214,Chlamydia_trachomatis,1096,124,non-normal,0.413125879032258,0.0004833369824383,0.413081,0.41293,0.41311525,0.0001852499999999,0.4124,0.415296,0.4125174649999999,0.415182225,0.3804450200141276,5.803141241331815e-15,0.0011312017894984
Completeness_Specific,non-normal,98.95016423357664,3.6500856117394473,99.83,99.76,99.87,0.1099999999999994,58.03,99.96,76.8575,99.93525,76.86,99.94,Chlamydia_trachomatis,1096,124,non-normal,98.70298387096776,0.8352399499146358,98.88,98.715,98.93,0.2150000000000034,91.61,99.02,92.94455,99.02,0.9051094890510948,5.257029578124097e-106,1.4891694137037883
Contamination,non-normal,0.2377919708029197,0.4534127047309596,0.105,0.09,0.14,0.05,0.05,3.6,0.05475,2.905750000000003,0.05,7.15,Chlamydia_trachomatis,1096,124,non-normal,2.1864516129032268,0.9157758860469852,2.22,1.73,2.22,0.4900000000000002,1.73,7.15,1.73,7.15,0.9708029197080292,7.193674027948684e-140,1.948659642100306
Total_Coding_Sequences,non-normal,972.0593065693432,75.47947190999103,948.0,928.0,987.0,59.0,901.0,1597.0,904.0,1368.6000000000022,904.0,1368.6,Chlamydia_trachomatis,1096,124,non-normal,953.3064516129032,6.861742254252029,951.5,950.0,955.0,5.0,935.0,983.0,936.845,982.385,0.4610607487638333,4.367563583102145e-22,40.26103720273135
Genome_Size,non-normal,1086501.4461678832,48127.36218444627,1078271.5,1058147.75,1105614.5,47466.75,833098.0,1363332.0,910369.7,1274317.0000000002,910369.7,1274317.0,Chlamydia_trachomatis,1096,124,non-normal,1046038.2096774194,7898.761535503212,1043453.5,1042555.75,1048577.5,6021.75,1033232.0,1083893.0,1033299.65,1083861.635,0.7803743819166471,2.0755462192856683e-70,44224.11846597599
N50,non-normal,220049.71875,129100.1016499812,196405.5,140401.25,261109.0,120707.75,28178.0,838310.0,32483.095,755722.3599999985,32483.1,755722.36,Aeromonas_veronii,384,0,,,,,,,,,,,,,,
number,non-normal,98.32552083333331,78.70726866277175,77.0,59.0,101.5,42.5,35.0,860.0,38.0,532.569999999995,38.0,532.57,Aeromonas_veronii,384,0,,,,,,,,,,,,,,
longest,non-normal,583956.5989583334,290035.0268209277,539837.5,352770.25,769936.5,417166.25,110893.0,1381028.0,112974.26,1317828.1699999997,112974.26,1317828.17,Aeromonas_veronii,384,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.5868006640625,0.002172865395087,0.5871230000000001,0.5856064999999999,0.58829675,0.0026902500000001,0.579131,0.59097,0.5805483550000001,0.590802625,0.5805,0.61,Aeromonas_veronii,384,59,non-normal,0.5864547627118645,0.0034759594326736,0.586031,0.5849195,0.5871435,0.002224,0.582311,0.61001,0.58240322,0.6039345,0.2640360169491525,0.0012079350495031,0.0012358858139124
Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,90.13,100.0,Aeromonas_veronii,384,59,non-normal,97.15627118644068,1.9834936634379736,97.73,96.185,98.76,2.575000000000003,90.13,99.59,90.9362,99.532,1.0,1.1527729272004888e-74,2.8437288135593217
Contamination,non-normal,0.2504947916666666,0.1774604268502509,0.2,0.12,0.3,0.18,0.03,1.0,0.04,0.9525499999999992,0.04,10.98,Aeromonas_veronii,384,59,non-normal,2.109491525423729,1.541034677431636,1.89,1.3199999999999998,2.4450000000000003,1.1250000000000004,0.17,10.98,0.2541,9.518400000000003,0.8761917372881356,9.19238020055512e-44,1.858996733757062
Total_Coding_Sequences,non-normal,4152.419270833333,198.5008232127388,4100.0,4028.75,4225.0,196.25,3901.0,5155.0,3910.15,4982.774999999998,3910.15,4982.77,Aeromonas_veronii,384,59,non-normal,4388.4915254237285,181.04099852939535,4359.0,4269.5,4457.0,187.5,4113.0,4948.0,4113.0,4912.62,0.6248675847457628,1.4702618307535917e-19,238.00975459039543
Genome_Size,non-normal,4568108.989583333,155277.29640599794,4529392.5,4461658.5,4640999.75,179341.25,4224540.0,5259965.0,4306261.06,5076311.634999996,4306261.06,5198147.0,Aeromonas_veronii,384,59,non-normal,4706185.72881356,165500.83158578834,4696697.0,4577988.5,4782664.0,204675.5,4447248.0,5198147.0,4456967.64,5171081.59,0.4125176553672316,2.2689473320628884e-08,138650.70277189263
N50,non-normal,118765.70936902486,44111.55277651541,117081.0,91640.5,139615.5,47975.0,30422.0,333328.0,34104.33,288887.59,34104.33,288887.59,Sinorhizobium_meliloti,523,0,,,,,,,,,,,,,,
number,non-normal,223.40726577437857,84.9507590179439,209.0,162.0,254.0,92.0,67.0,532.0,82.32,507.8999999999999,82.32,507.9,Sinorhizobium_meliloti,523,0,,,,,,,,,,,,,,
longest,non-normal,412253.3422562141,159004.22023323903,371660.0,305465.0,475938.5,170473.5,118179.0,1012212.0,138778.37,1005241.0,138778.37,1005241.0,Sinorhizobium_meliloti,523,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.6209341013384321,0.0013027055899071,0.621092,0.6203265,0.621752,0.0014254999999999,0.602727,0.622932,0.6176889,0.62275368,0.6177,0.624,Sinorhizobium_meliloti,523,51,normal,0.6209944509803921,0.001096276341177,0.621067,0.620367,0.6217085,0.0013414999999999,0.618387,0.624007,0.61840625,0.62393625,0.0900911033629513,0.8096226428711081,0.0001977339631837
Completeness_Specific,non-normal,99.98799235181644,0.0224924873545451,99.99,99.99,100.0,0.0100000000000051,99.75,100.0,99.8661,100.0,96.92,100.0,Sinorhizobium_meliloti,523,51,non-normal,99.12470588235294,0.512040718896978,99.28,99.02,99.47,0.4500000000000028,96.92,99.55,97.0525,99.55,1.0,6.045771222389335e-74,0.8632864694635015
Contamination,non-normal,0.3617590822179732,0.4721691971677455,0.22,0.0849999999999999,0.455,0.37,0.0,5.1,0.0,2.4643999999999866,0.0,2.46,Sinorhizobium_meliloti,523,51,non-normal,1.0549019607843138,0.4545947238335832,0.92,0.74,1.28,0.54,0.39,2.19,0.4,2.16,0.7251152851197841,5.99806577983933e-25,0.7145960334420574
Total_Coding_Sequences,non-normal,6574.804971319311,288.3849008966179,6508.0,6389.0,6701.5,312.5,5883.0,7588.0,6053.22,7531.12,5873.0,7531.12,Sinorhizobium_meliloti,523,51,normal,6638.156862745098,284.2123186294814,6677.0,6420.5,6831.0,410.5,5873.0,7451.0,5958.5,7355.5,0.24211749709444,0.0069692816385151,94.00791062122744
Genome_Size,non-normal,6835666.969407266,211178.7971140437,6811887.0,6687238.5,6954921.0,267682.5,6211067.0,7561877.0,6450652.79,7529695.869999999,6140999.0,7692912.0,Sinorhizobium_meliloti,523,51,normal,6933321.137254902,253488.3027095132,6972087.0,6748664.0,7134756.0,386092.0,6140999.0,7692912.0,6223891.25,7602199.0,0.2875567052824954,0.0006808778371448,111244.52963671128
N50,non-normal,101272.74784217017,50522.75893137197,91941.0,66231.75,125592.0,59360.25,9926.0,314062.0,14770.88,269647.4949999998,14770.88,269647.49,Mycobacterium_avium,3244,0,,,,,,,,,,,,,,
number,non-normal,176.62977805178792,87.28375138764903,156.0,121.0,207.0,86.0,47.0,969.0,73.0,615.7849999999999,73.0,615.78,Mycobacterium_avium,3244,0,,,,,,,,,,,,,,
longest,non-normal,292818.3091861899,139709.7232576296,252771.5,195857.25,368062.0,172204.75,43464.0,1172244.0,86119.66,760789.0199999996,86119.66,760789.02,Mycobacterium_avium,3244,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.6917888557336622,0.0019908964007629,0.692898,0.69033625,0.693281,0.00294475,0.6818890000000001,0.694267,0.6855150099999999,0.694046,0.6855,0.694,Mycobacterium_avium,3244,55,non-normal,0.691488509090909,0.0018158536071623,0.692523,0.6898375,0.692985,0.0031474999999999,0.687067,0.693218,0.68714962,0.69321044,0.4023035534132945,2.0793794653227423e-08,0.0004028497589956
Completeness_Specific,non-normal,99.99975339087548,0.0037493407846543,100.0,100.0,100.0,0.0,99.86,100.0,99.99,100.0,93.86,100.0,Mycobacterium_avium,3244,55,normal,96.84054545454548,1.096640188247421,97.01,96.26,97.73,1.4699999999999989,93.86,98.85,93.8843,98.6826,1.0,1.2310072402454226e-120,3.159207936330008
Contamination,non-normal,0.1819852034525277,0.3712328310160872,0.05,0.03,0.12,0.09,0.0,3.9,0.0,2.2178499999999985,0.0,6.74,Mycobacterium_avium,3244,55,non-normal,1.6965454545454544,1.522865980113953,1.29,0.46,2.785,2.325,0.31,6.74,0.31,6.297199999999995,0.8606658446362515,3.4973587741825782e-46,1.5145602510929268
Total_Coding_Sequences,non-normal,4802.940505548705,264.6158241235077,4702.0,4572.0,4994.25,422.25,4491.0,5763.0,4527.0,5651.57,4527.0,5651.57,Mycobacterium_avium,3244,55,non-normal,4808.145454545454,262.88776853055606,4656.0,4575.5,5053.5,478.0,4557.0,5427.0,4559.7,5420.52,0.208082053581437,0.0156676136419151,34.54114449052797
Genome_Size,non-normal,5036533.672934649,292186.35763495654,4885779.5,4786434.5,5285588.25,499153.75,4682951.0,6002820.0,4734387.47,5899412.475,4734387.47,5899412.48,Mycobacterium_avium,3244,55,non-normal,5089171.581818182,281371.7483205636,4956929.0,4837899.0,5339434.0,501535.0,4786065.0,5739324.0,4791726.09,5738224.02,0.4235567761461719,2.622794403773518e-09,58460.66303665509
N50,non-normal,58660.82600382409,19535.29751741724,62542.0,49655.75,77048.5,27392.75,19971.0,85236.0,21844.4,84597.0,21844.4,84597.0,Paenibacillus_larvae,1046,0,,,,,,,,,,,,,,
number,non-normal,304.2944550669216,84.63304723545572,289.0,246.0,353.75,107.75,172.0,852.0,179.0,795.7500000000009,179.0,795.75,Paenibacillus_larvae,1046,0,,,,,,,,,,,,,,
longest,non-normal,179881.40535372848,42346.04449972383,195600.5,163163.5,213857.0,50693.5,82638.0,320416.0,95383.55,239405.4,95383.55,239405.4,Paenibacillus_larvae,1046,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.4415192390057362,0.0021769318842205,0.4406145,0.4403089999999999,0.441073,0.000764,0.437681,0.448692,0.4394807999999999,0.4481592,0.4378,0.4501,Paenibacillus_larvae,1046,12,non-normal,0.4424814166666666,0.003488441831208,0.441587,0.4409342499999999,0.4420665,0.00113225,0.437793,0.450059,0.4379165299999999,0.45003568,0.5062141491395793,0.0024461701905267,0.0014165600701083
Completeness_Specific,non-normal,99.9795602294455,0.0169127133085688,99.98,99.97,99.99,0.019999999999996,99.88,100.0,99.92,100.0,85.67,100.0,Paenibacillus_larvae,1046,12,non-normal,96.72416666666668,4.591329615578572,99.125,97.1125,99.4,2.2875000000000085,85.67,99.72,85.7877,99.72,1.0,5.1847728874534365e-28,3.255393562778838
Contamination,non-normal,1.3229636711281072,0.451234140062811,1.35,0.95,1.64,0.69,0.57,4.07,0.61225,3.057750000000001,0.14,3.06,Paenibacillus_larvae,1046,5,insufficient_data,0.39,0.4999999999999999,0.14,0.14,0.14,0.0,0.14,1.39,0.14,1.3649999999999998,0.8,0.0006741951401927,0.9329636711281072
Total_Coding_Sequences,non-normal,4446.616634799235,252.07796312616844,4492.0,4315.0,4632.75,317.75,3793.0,4960.0,3803.0,4905.775,3803.0,5272.0,Paenibacillus_larvae,1046,12,normal,4673.75,341.5496852582359,4647.5,4551.0,4888.5,337.5,4062.0,5272.0,4063.1,5260.78,0.4346717654557043,0.0148570619868654,227.97594008922883
Genome_Size,non-normal,4121505.62332696,205649.09863791897,4177165.0,4055116.5,4253191.5,198075.0,3662128.0,4468789.0,3681623.85,4438347.875,3681623.85,4794868.0,Paenibacillus_larvae,1046,12,normal,4424424.0,232726.9326399504,4411190.0,4289699.25,4566021.5,276322.25,4054587.0,4794868.0,4054665.045,4792689.23,0.6297004461440407,4.489910308398055e-05,302918.3766730402
N50,non-normal,138524.8733944954,145192.41764046447,72601.0,54868.0,182286.0,127418.0,10586.0,790747.0,16021.84,684165.8399999996,16021.84,684165.84,Bacillus_bombysepticus,545,0,,,,,,,,,,,,,,
number,non-normal,403.6862385321101,351.8919698351686,345.0,155.0,494.0,339.0,44.0,2621.0,47.72,2345.5999999999995,47.72,2345.6,Bacillus_bombysepticus,545,0,,,,,,,,,,,,,,
longest,non-normal,426671.4733944954,314644.1113719408,281050.0,223009.0,559521.0,336512.0,77112.0,1635820.0,82503.44,1519439.1199999996,82503.44,1519439.12,Bacillus_bombysepticus,545,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.3485982844036697,0.0014415014693322,0.348226,0.347445,0.3494319999999999,0.0019869999999999,0.34634,0.355068,0.34680516,0.3542983999999999,0.3468,0.3543,Bacillus_bombysepticus,545,2,insufficient_data,0.3493564999999999,1.6500000000002624e-05,0.3493564999999999,0.3493482499999999,0.34936475,1.650000000003038e-05,0.34934,0.349373,0.349340165,0.349372835,0.7412844036697248,0.1359798032558545,0.0013932981651376
Completeness_Specific,non-normal,99.99814678899082,0.0379528499583975,100.0,100.0,100.0,0.0,99.12,100.0,99.9944,100.0,99.12,100.0,Bacillus_bombysepticus,545,2,insufficient_data,99.265,0.144999999999996,99.265,99.1925,99.3375,0.1450000000000102,99.12,99.41,99.12145,99.40855,0.998165137614679,4.017919922855933e-05,0.7331467889908251
Contamination,non-normal,0.0725321100917431,0.1427097245554888,0.0,0.0,0.07,0.07,0.0,1.02,0.0,0.7483999999999992,0.0,0.75,Bacillus_bombysepticus,545,2,insufficient_data,0.06,0.01,0.06,0.055,0.065,0.0099999999999999,0.05,0.07,0.0501,0.0699,0.6935779816513762,0.1901279707495429,0.0862568807339449
Total_Coding_Sequences,normal,6372.63119266055,508.4348042961639,6537.0,5962.0,6750.0,788.0,5232.0,8552.0,5236.72,7640.399999999997,5236.72,7640.4,Bacillus_bombysepticus,545,2,insufficient_data,5971.0,29.0,5971.0,5956.5,5985.5,29.0,5942.0,6000.0,5942.29,5999.71,0.7192660550458716,0.1598462475976187,534.2183486238531
Genome_Size,non-normal,6138292.289908257,361488.3417794333,6257073.0,5865477.0,6431462.0,565985.0,4945227.0,6930985.0,5225569.36,6815419.12,5225569.36,6815419.12,Bacillus_bombysepticus,545,2,insufficient_data,5872184.0,1408.0,5872184.0,5871480.0,5872888.0,1408.0,5870776.0,5873592.0,5870790.08,5873577.92,0.7431192660550459,0.1340779878257027,386869.4862385321
N50,non-normal,115486.8047337278,48771.69961702049,103190.5,82092.75,146380.5,64287.75,25347.0,264878.0,29616.25,250476.0,29616.25,250476.0,Mycobacterium_kansasii,676,0,,,,,,,,,,,,,,
number,non-normal,236.0828402366864,70.86454034510906,217.5,191.0,252.25,61.25,116.0,560.0,142.5,484.625,142.5,484.62,Mycobacterium_kansasii,676,0,,,,,,,,,,,,,,
longest,non-normal,412500.0088757397,179582.66872005846,372908.0,285847.0,565517.5,279670.5,111515.0,996172.0,120792.125,848367.125,120792.12,848367.12,Mycobacterium_kansasii,676,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.6614235162721893,0.0006080421593004,0.661602,0.661147,0.6618542500000001,0.00070725,0.659289,0.662503,0.65946375,0.6624385,0.6595,0.6624,Mycobacterium_kansasii,676,3,insufficient_data,0.66235,4.114203041500236e-05,0.662375,0.6623335,0.662379,4.5500000000031626e-05,0.662292,0.662383,0.6622928299999999,0.6623829200000001,0.9718934911242604,5.92944206510608e-05,0.0009279334319526
Completeness_Specific,non-normal,99.9946597633136,0.0070733420666137,100.0,99.99,100.0,0.0100000000000051,99.96,100.0,99.97,100.0,99.26,100.0,Mycobacterium_kansasii,676,3,insufficient_data,99.26,0.0,99.26,99.26,99.26,0.0,99.26,99.26,99.26,99.26,1.0,3.850287055263692e-08,0.7346597633136028
Contamination,non-normal,0.1874112426035503,0.3412719197168342,0.05,0.03,0.08,0.05,0.01,1.88,0.01,1.64375,0.01,1.64,Mycobacterium_kansasii,676,3,insufficient_data,0.88,0.0,0.88,0.88,0.88,0.0,0.88,0.88,0.88,0.88,0.9393491124260356,0.0005099320175991,0.7393343195266272
Total_Coding_Sequences,non-normal,5905.2307692307695,121.51154765296076,5877.5,5812.0,5973.0,161.0,5672.0,6397.0,5728.375,6285.125,5680.0,6285.12,Mycobacterium_kansasii,676,3,insufficient_data,5727.0,62.27358990776106,5686.0,5683.0,5750.5,67.5,5680.0,5815.0,5680.06,5813.71,0.7307692307692307,0.0399744502651586,178.25443786982248
Genome_Size,non-normal,6487991.25295858,106380.54667932724,6454224.0,6414485.25,6554363.25,139878.0,6294532.0,6901612.0,6322176.75,6828910.75,6322176.75,6828910.75,Mycobacterium_kansasii,676,3,insufficient_data,6495431.333333333,57841.49565455197,6455194.0,6454533.0,6516211.0,61678.0,6453872.0,6577228.0,6453885.22,6576007.66,0.4985207100591716,0.3395032964136365,49010.02120315581
N50,non-normal,155378.55,40767.044094065735,151486.0,131038.0,172238.0,41200.0,72782.0,317896.0,76958.81,306142.2249999999,76958.81,306142.22,Neisseria_polysaccharea,100,0,,,,,,,,,,,,,,
number,normal,42.28,12.05494089574893,42.0,33.0,49.0,16.0,20.0,76.0,20.495,74.51499999999999,20.5,74.51,Neisseria_polysaccharea,100,0,,,,,,,,,,,,,,
longest,non-normal,307155.62,125391.77531870102,245174.0,209988.25,421577.0,211588.75,146060.0,638576.0,152250.965,615360.4999999998,152250.96,615360.5,Neisseria_polysaccharea,100,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.52015475,0.002089802040266,0.520903,0.5184735,0.521673,0.0031995,0.515143,0.523853,0.51521032,0.52347878,0.5152,0.5235,Neisseria_polysaccharea,100,1,insufficient_data,0.521317,0.0,0.521317,0.521317,0.521317,0.0,0.521317,0.521317,0.521317,0.521317,0.64,0.7326732673267327,0.00171541
Completeness_Specific,non-normal,99.993,0.0090000000000001,99.995,99.99,100.0,0.0100000000000051,99.95,100.0,99.9599,100.0,98.06,100.0,Neisseria_polysaccharea,100,1,insufficient_data,98.06,0.0,98.06,98.06,98.06,0.0,98.06,98.06,98.06,98.06,1.0,0.0198019801980198,1.932999999999996
Contamination,non-normal,0.0352999999999999,0.0435764844841802,0.01,0.01,0.0425,0.0325,0.0,0.15,0.0,0.1450499999999999,0.0,0.2,Neisseria_polysaccharea,100,1,insufficient_data,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,1.0,0.0198019801980198,0.1647
Total_Coding_Sequences,normal,1963.81,54.68175106925528,1966.0,1912.25,2003.5,91.25,1843.0,2109.0,1845.475,2108.505,1845.48,2108.5,Neisseria_polysaccharea,100,1,insufficient_data,2063.0,0.0,2063.0,2063.0,2063.0,0.0,2063.0,2063.0,2063.0,2063.0,0.94,0.1386138613861386,102.47
Genome_Size,normal,2055344.8,49498.490112729705,2055771.0,2014864.25,2086601.5,71737.25,1977328.0,2196845.0,1977390.37,2183716.115,1977390.37,2183716.11,Neisseria_polysaccharea,100,1,insufficient_data,2024930.0,0.0,2024930.0,2024930.0,2024930.0,0.0,2024930.0,2024930.0,2024930.0,2024930.0,0.63,0.7524752475247524,44942.7
N50,non-normal,79331.79120879121,22378.00642041222,75383.0,63261.0,89069.0,25808.0,45280.0,184643.0,45432.55,164030.29999999987,45432.55,164030.3,Pseudomonas_juntendi,91,0,,,,,,,,,,,,,,
number,normal,239.14285714285717,46.606741819671605,234.0,207.0,274.5,67.5,131.0,364.0,132.8,352.29999999999995,132.8,352.3,Pseudomonas_juntendi,91,0,,,,,,,,,,,,,,
longest,normal,296582.3296703297,76227.39538518943,295784.0,241156.5,337066.0,95909.5,153074.0,484428.0,155276.75,473259.0,155276.75,473259.0,Pseudomonas_juntendi,91,0,,,,,,,,,,,,,,
GC_Content,normal,0.6221565384615385,0.0017434494311136,0.621937,0.6209115000000001,0.623353,0.0024414999999999,0.6183919999999999,0.626464,0.6184545499999999,0.62637265,0.6184,0.6264,Pseudomonas_juntendi,91,6,insufficient_data,0.6225285,0.0019416848997713,0.622982,0.6226849999999999,0.62383475,0.00114975,0.618377,0.624125,0.618483575,0.6241235,0.4267399267399267,0.1922892990669013,0.00107013003663
Completeness_Specific,non-normal,99.98923076923076,0.0159828733357802,99.99,99.99,100.0,0.0100000000000051,99.92,100.0,99.9245,100.0,99.68,100.0,Pseudomonas_juntendi,91,6,insufficient_data,99.84,0.1599999999999966,99.84,99.68,100.0,0.3199999999999932,99.68,100.0,99.68,100.0,0.5,0.0806995313594925,0.1508791208791167
Contamination,non-normal,0.6091208791208791,0.3574993993744231,0.51,0.335,0.845,0.51,0.07,1.46,0.0745,1.46,0.07,1.85,Pseudomonas_juntendi,91,6,insufficient_data,0.8433333333333334,0.5035099028045251,0.745,0.5974999999999999,0.9,0.3025000000000001,0.22,1.85,0.22925,1.8265,0.3827838827838827,0.2997243108501896,0.2408791208791208
Total_Coding_Sequences,normal,5384.67032967033,220.47072791398924,5364.0,5259.0,5538.5,279.5,4891.0,5831.0,4903.6,5829.65,4903.6,5829.65,Pseudomonas_juntendi,91,6,insufficient_data,5435.333333333333,220.34266243487411,5344.5,5238.25,5627.75,389.5,5231.0,5767.0,5231.025,5765.15,0.2673992673992674,0.7290582486718552,93.63369963369964
