metric,median,q1,q3,min,max,upper_bound,lower_bound,MY_LOWER,MY_UPPER,species
N50,247549.5,182759.5,269854.75,118662.0,408711.0,395105.73,122022.89,122022.89,395105.73,Pseudomonas_fulva
number,81.5,74.0,101.5,52.0,209.0,201.275,53.03,53.03,201.27,Pseudomonas_fulva
longest,663093.0,577672.25,693515.0,299750.0,705699.0,705495.06,303250.455,303250.46,705495.06,Pseudomonas_fulva
GC_Content,0.6131979999999999,0.61220875,0.6161712500000001,0.612181,0.6198619999999999,0.619759,0.612183575,0.6065,0.6404,Pseudomonas_fulva
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.06,100.0,Pseudomonas_fulva
Contamination,0.3,0.1475,0.3,0.05,1.18,1.18,0.05,0.05,9.46,Pseudomonas_fulva
Total_Coding_Sequences,4791.5,4450.0,4797.0,4215.0,5029.0,4982.135,4231.48,4231.48,5422.0,Pseudomonas_fulva
Genome_Size,5235908.5,4918495.5,5236784.5,4712474.0,5381893.0,5360274.845,4714068.955,4714068.96,5757765.0,Pseudomonas_fulva
N50,115716.0,86227.0,177332.0,18207.0,478483.0,423288.9200000001,23145.52,23145.52,423288.92,Burkholderia_cenocepacia
number,193.0,146.0,244.0,58.0,966.0,726.12,68.88,68.88,726.12,Burkholderia_cenocepacia
longest,339980.0,260849.0,544781.0,78570.0,1363519.0,1097636.4,95084.44,95084.44,1097636.4,Burkholderia_cenocepacia
GC_Content,0.670975,0.670258,0.672455,0.662678,0.675664,0.67540624,0.6636508400000001,0.6637,0.6754,Burkholderia_cenocepacia
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,99.99,92.44,100.0,Burkholderia_cenocepacia
Contamination,0.35,0.14,0.86,0.0,3.47,2.3612,0.0,0.0,4.88,Burkholderia_cenocepacia
Total_Coding_Sequences,7172.0,6963.0,7341.0,6087.0,8368.0,8088.6,6215.32,6215.32,8113.0,Burkholderia_cenocepacia
Genome_Size,7841205.0,7641767.0,8023514.0,6646507.0,8895133.0,8700706.4,6747375.84,6747375.84,8731481.0,Burkholderia_cenocepacia
N50,187972.0,138834.0,249365.0,50378.0,802971.0,696323.0399999999,60678.48,60678.48,696323.04,Enterobacter_kobei
number,109.0,82.0,141.0,30.0,346.0,328.4799999999999,33.84,33.84,328.48,Enterobacter_kobei
longest,526309.0,377760.0,699780.0,169276.0,1680644.0,1495229.719999999,200032.44,200032.44,1495229.72,Enterobacter_kobei
GC_Content,0.547914,0.544851,0.54896,0.539741,0.552959,0.55167048,0.54191612,0.5404,0.5544,Enterobacter_kobei
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.44,100.0,Enterobacter_kobei
Contamination,0.21,0.14,0.33,0.02,1.26,1.2215999999999996,0.03,0.03,2.05,Enterobacter_kobei
Total_Coding_Sequences,4808.0,4626.0,5013.0,4222.0,5655.0,5632.12,4254.84,4254.84,5698.0,Enterobacter_kobei
Genome_Size,5034836.0,4902876.0,5212515.0,4586627.0,5638917.0,5629980.52,4613286.16,4613286.16,5769554.0,Enterobacter_kobei
N50,347970.0,244065.0,410061.0,93526.0,500310.0,478767.36,134537.72,134537.72,478767.36,Moraxella_catarrhalis
number,22.0,16.0,29.0,6.0,104.0,66.36000000000013,8.0,8.0,66.36,Moraxella_catarrhalis
longest,480511.0,452632.0,664084.0,204105.0,909593.0,837659.8000000013,285866.68,285866.68,837659.8,Moraxella_catarrhalis
GC_Content,0.415162,0.4145859999999999,0.416129,0.411621,0.419397,0.41734796,0.41226508,0.4123,0.4175,Moraxella_catarrhalis
Completeness_Specific,100.0,100.0,100.0,99.97,100.0,100.0,99.99,98.18,100.0,Moraxella_catarrhalis
Contamination,0.0,0.0,0.01,0.0,0.35,0.23,0.0,0.0,0.44,Moraxella_catarrhalis
Total_Coding_Sequences,1765.0,1723.0,1804.0,1631.0,1990.0,1956.36,1643.0,1643.0,1956.36,Moraxella_catarrhalis
Genome_Size,1908212.0,1881158.0,1948744.0,1811409.0,2093832.0,2067070.76,1820407.68,1820407.68,2067070.76,Moraxella_catarrhalis
N50,111890.0,76439.0,143650.0,29667.0,190308.0,184020.42,32382.96,32382.96,184020.42,Leptospira_borgpetersenii
number,155.0,141.0,208.0,98.0,496.0,393.8199999999998,98.78,98.78,393.82,Leptospira_borgpetersenii
longest,312376.0,221452.0,396924.0,80202.0,471677.0,457932.62,80220.72,80220.72,457932.62,Leptospira_borgpetersenii
GC_Content,0.4008,0.400759,0.402001,0.400094,0.403313,0.4031258,0.40010102,0.4001,0.4031,Leptospira_borgpetersenii
Completeness_Specific,99.99,99.99,100.0,99.97,100.0,100.0,99.9778,69.64,100.0,Leptospira_borgpetersenii
Contamination,0.15,0.12,0.16,0.06,1.52,1.0129999999999992,0.06,0.06,8.7,Leptospira_borgpetersenii
Total_Coding_Sequences,3475.0,3453.0,3513.0,3310.0,3700.0,3667.24,3327.16,3327.16,3683.0,Leptospira_borgpetersenii
Genome_Size,3911228.0,3907044.0,3942992.0,3698416.0,3984640.0,3980659.66,3700183.48,3700183.48,4063410.0,Leptospira_borgpetersenii
N50,100357.5,93286.0,125538.5,37255.0,260013.0,259583.2499999996,42939.45,42939.45,259583.25,Xylella_fastidiosa
number,173.0,146.0,208.75,64.0,347.0,323.93999999999994,71.165,71.17,323.94,Xylella_fastidiosa
longest,362385.0,304984.25,399411.75,109910.0,480912.0,478954.5249999996,118161.645,118161.64,478954.52,Xylella_fastidiosa
GC_Content,0.515706,0.51548875,0.5169732499999999,0.512954,0.5252640000000001,0.52525864,0.5146153750000001,0.5146,0.5281,Xylella_fastidiosa
Completeness_Specific,100.0,100.0,100.0,99.98,100.0,100.0,99.98,93.36,100.0,Xylella_fastidiosa
Contamination,0.1,0.0775,0.12,0.0,1.43,1.007899999999998,0.0,0.0,2.16,Xylella_fastidiosa
Total_Coding_Sequences,2503.5,2458.75,2592.0,2305.0,2932.0,2868.925,2351.03,2150.0,2868.92,Xylella_fastidiosa
Genome_Size,2481758.5,2465690.25,2537805.0,2386936.0,2731715.0,2697429.735,2407487.645,2407487.64,2896312.0,Xylella_fastidiosa
N50,273929.0,156923.0,419566.0,47094.0,899627.0,899627.0,60377.97,60377.97,899627.0,Escherichia_ruysiae
number,80.0,54.0,104.25,33.0,242.0,236.645,33.595,33.6,236.64,Escherichia_ruysiae
longest,675660.5,414396.5,910079.5,135728.0,1553817.0,1475920.195,165619.015,165619.02,1475920.2,Escherichia_ruysiae
GC_Content,0.505804,0.5050399999999999,0.50657275,0.503533,0.5088239999999999,0.50847652,0.5036555699999999,0.5037,0.5085,Escherichia_ruysiae
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.53,100.0,Escherichia_ruysiae
Contamination,0.22,0.1,0.3325,0.0,1.13,1.0586000000000002,0.0059499999999999,0.01,1.06,Escherichia_ruysiae
Total_Coding_Sequences,4276.5,4172.5,4444.5,3986.0,4989.0,4925.93,4000.28,4000.28,4925.93,Escherichia_ruysiae
Genome_Size,4570920.0,4493225.25,4710132.5,4349338.0,5057165.0,5006054.5,4356180.5,4356180.5,5006054.5,Escherichia_ruysiae
N50,274479.5,223556.25,305200.0,57406.0,494247.0,449616.32499999925,60007.555,60007.56,449616.32,Burkholderia_gladioli
number,134.0,108.0,174.75,61.0,421.0,340.9649999999999,64.07,64.07,340.96,Burkholderia_gladioli
longest,733691.5,605187.75,907879.5,180448.0,1393370.0,1254450.7899999982,207096.605,207096.6,1254450.79,Burkholderia_gladioli
GC_Content,0.6807110000000001,0.67994,0.681765,0.674747,0.683315,0.683083585,0.67689184,0.674,0.6831,Burkholderia_gladioli
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.18,100.0,Burkholderia_gladioli
Contamination,2.72,2.205,3.21,0.88,4.36,4.178249999999996,1.0814,1.08,4.18,Burkholderia_gladioli
Total_Coding_Sequences,7153.5,6978.5,7305.5,6294.0,7827.0,7702.149999999996,6666.835,6666.84,8031.0,Burkholderia_gladioli
Genome_Size,8295352.5,8128285.25,8444329.75,7299729.0,8895599.0,8850157.514999997,7699784.33,7699784.33,9052299.0,Burkholderia_gladioli
N50,45669.0,34831.5,70750.25,15551.0,153179.0,143438.95,16687.355,16687.36,143438.95,Xanthomonas_hortorum
number,300.0,197.25,401.75,111.0,828.0,796.1400000000001,121.13,121.13,796.14,Xanthomonas_hortorum
longest,166988.5,123932.0,211094.0,50535.0,560778.0,349943.05500000005,60464.075,60464.08,349943.06,Xanthomonas_hortorum
GC_Content,0.636592,0.636283,0.63723525,0.634851,0.638505,0.63846768,0.6352181349999999,0.6323,0.6385,Xanthomonas_hortorum
Completeness_Specific,100.0,100.0,100.0,99.97,100.0,100.0,99.99065,97.66,100.0,Xanthomonas_hortorum
Contamination,0.13,0.07,0.2475,0.0,2.55,2.101800000000001,0.01,0.01,2.7,Xanthomonas_hortorum
Total_Coding_Sequences,4560.5,4456.25,4668.5,4308.0,5189.0,5183.4,4327.065,4327.06,5196.0,Xanthomonas_hortorum
Genome_Size,5228748.0,5178531.5,5241542.25,5064974.0,5746964.0,5735153.92,5066786.59,5066786.59,5974827.0,Xanthomonas_hortorum
N50,286099.0,188850.0,444948.0,76163.0,1014079.0,776337.6000000002,83789.83,83789.83,776337.6,Staphylococcus_lugdunensis
number,44.0,34.0,50.0,20.0,83.0,78.73,20.61,20.61,78.73,Staphylococcus_lugdunensis
longest,527636.0,436224.0,813463.0,231135.0,1290401.0,1267446.7,237482.66,237482.66,1267446.7,Staphylococcus_lugdunensis
GC_Content,0.337041,0.3367799999999999,0.337398,0.335859,0.338242,0.33820662,0.33589926,0.3359,0.3395,Staphylococcus_lugdunensis
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.86,100.0,Staphylococcus_lugdunensis
Contamination,0.08,0.07,0.1,0.05,0.16,0.16,0.05,0.05,2.25,Staphylococcus_lugdunensis
Total_Coding_Sequences,2407.0,2378.0,2444.0,2343.0,2587.0,2586.39,2344.22,2344.22,2749.0,Staphylococcus_lugdunensis
Genome_Size,2558940.0,2539959.5,2588562.0,2490711.0,2691263.0,2683989.36,2492530.02,2492530.02,2813336.0,Staphylococcus_lugdunensis
N50,174067.0,85776.5,298289.5,7143.0,1050135.0,1040227.19,8123.76,8123.76,1040227.19,Burkholderia_orbicola
number,123.0,75.0,212.0,16.0,2102.0,1833.39,18.0,18.0,1833.39,Burkholderia_orbicola
longest,472858.0,296989.0,853307.0,46182.0,2136780.0,2087633.93,67793.04,67793.04,2087633.93,Burkholderia_orbicola
GC_Content,0.668758,0.6679200000000001,0.6698985,0.6630029999999999,0.6718959999999999,0.67183229,0.6648465600000001,0.6648,0.6718,Burkholderia_orbicola
Completeness_Specific,100.0,100.0,100.0,99.42,100.0,100.0,99.7538,99.75,100.0,Burkholderia_orbicola
Contamination,0.51,0.26,1.315,0.01,3.18,2.7929000000000004,0.01,0.01,2.79,Burkholderia_orbicola
Total_Coding_Sequences,6818.0,6714.0,6961.5,5658.0,8394.0,8059.35,5784.06,5784.06,8059.35,Burkholderia_orbicola
Genome_Size,7550737.0,7415934.0,7570487.0,6378346.0,8113879.0,8076212.44,6428367.98,6428367.98,8076212.44,Burkholderia_orbicola
N50,252973.0,167005.25,301041.75,66480.0,507075.0,470853.9500000002,71873.675,71873.68,470853.95,Staphylococcus_coagulans
number,40.5,32.0,51.0,19.0,126.0,116.22500000000008,19.425,19.42,116.23,Staphylococcus_coagulans
longest,692125.5,444345.0,945664.0,154502.0,1257637.0,1242948.15,162966.3,162966.3,1242948.15,Staphylococcus_coagulans
GC_Content,0.358149,0.3577575,0.3583935,0.356902,0.358998,0.3589452999999999,0.356905825,0.36,0.36,Staphylococcus_coagulans
Completeness_Specific,99.99,99.99,99.99,99.97,100.0,100.0,99.97,99.97,100.0,Staphylococcus_coagulans
Contamination,0.02,0.0,0.0475,0.0,0.12,0.12,0.0,0.0,0.12,Staphylococcus_coagulans
Total_Coding_Sequences,2283.0,2231.0,2305.5,2049.0,2426.0,2417.0750000000003,2051.125,2051.12,2417.08,Staphylococcus_coagulans
Genome_Size,2438537.5,2405706.0,2456356.25,2198877.0,2538096.0,2536387.075,2200250.6,2200250.6,2536387.08,Staphylococcus_coagulans
N50,303404.0,200997.0,426071.0,18470.0,792728.0,792700.0,28249.6,28249.6,792700.0,Acinetobacter_baylyi
number,48.0,41.0,62.0,23.0,408.0,278.8000000000007,23.0,23.0,278.8,Acinetobacter_baylyi
longest,579491.0,419248.0,790415.0,99136.0,1422396.0,1422396.0,107370.2,107370.2,1422396.0,Acinetobacter_baylyi
GC_Content,0.403576,0.403434,0.403732,0.4010309999999999,0.406377,0.4058016,0.4013612,0.4014,0.4058,Acinetobacter_baylyi
Completeness_Specific,99.99,99.99,99.99,99.96,100.0,100.0,99.96,98.88,100.0,Acinetobacter_baylyi
Contamination,0.07,0.05,0.11,0.02,1.18,0.9260000000000004,0.02,0.02,0.93,Acinetobacter_baylyi
Total_Coding_Sequences,3276.0,3250.0,3304.0,3002.0,3665.0,3602.6000000000013,3002.2,3002.2,3602.6,Acinetobacter_baylyi
Genome_Size,3559226.0,3525818.0,3570806.0,3273444.0,3936246.0,3869568.600000002,3273777.6,3273777.6,3869568.6,Acinetobacter_baylyi
N50,76443.0,54143.5,113104.0,12996.0,278911.0,222848.0,20374.88,20374.88,222848.0,Streptococcus_suis
number,83.0,56.0,125.0,22.0,336.0,281.02000000000044,30.0,30.0,281.02,Streptococcus_suis
longest,199080.0,150020.0,294887.5,39810.0,628686.0,479416.51000000094,64915.61,64915.61,479416.51,Streptococcus_suis
GC_Content,0.411583,0.410606,0.4128949999999999,0.3904979999999999,0.438955,0.4366625,0.39297009,0.393,0.4368,Streptococcus_suis
Completeness_Specific,100.0,100.0,100.0,99.9,100.0,100.0,99.97,93.2,100.0,Streptococcus_suis
Contamination,0.03,0.02,0.07,0.0,1.13,0.5351000000000022,0.0,0.0,4.48,Streptococcus_suis
Total_Coding_Sequences,2102.0,2012.0,2207.0,1809.0,2693.0,2559.0,1859.0,1859.0,2643.0,Streptococcus_suis
Genome_Size,2137256.0,2066635.0,2229215.0,1826324.0,2678468.0,2524579.27,1896992.96,1896992.96,2626999.0,Streptococcus_suis
N50,202537.5,167201.0,234514.0,48448.0,425523.0,425167.405,57352.12,57352.12,425167.4,Xanthomonas_cissicola
number,109.0,92.0,133.0,55.0,319.0,290.80999999999995,69.0,69.0,290.81,Xanthomonas_cissicola
longest,528298.0,404162.0,534078.5,154186.0,667438.0,667416.48,170707.375,170707.38,667416.48,Xanthomonas_cissicola
GC_Content,0.6475285000000001,0.647222,0.6478069999999999,0.644752,0.6486620000000001,0.648100505,0.64500033,0.65,0.65,Xanthomonas_cissicola
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Xanthomonas_cissicola
Contamination,0.05,0.03,0.08,0.0,0.39,0.3202499999999986,0.01,0.01,0.32,Xanthomonas_cissicola
Total_Coding_Sequences,4470.0,4439.0,4518.25,4228.0,4825.0,4775.174999999999,4278.545,4278.54,4775.17,Xanthomonas_cissicola
Genome_Size,5219664.5,5188099.0,5235116.0,4988835.0,5504372.0,5441901.555,5018629.47,5018629.47,5441901.56,Xanthomonas_cissicola
N50,212141.5,179134.5,264097.5,64222.0,387783.0,350344.3399999999,76605.19,76605.19,350344.34,Enterococcus_gallinarum
number,72.5,59.0,92.25,23.0,182.0,174.0,30.71,30.71,174.0,Enterococcus_gallinarum
longest,508391.0,368402.75,537582.5,158232.0,930351.0,891339.6199999988,207818.36,207818.36,891339.62,Enterococcus_gallinarum
GC_Content,0.4019595,0.401355,0.40442125,0.400503,0.4072659999999999,0.4069839199999999,0.401214195,0.3987,0.4084,Enterococcus_gallinarum
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.54,100.0,Enterococcus_gallinarum
Contamination,0.52,0.39,0.52,0.1,0.7,0.6657999999999993,0.1,0.1,11.72,Enterococcus_gallinarum
Total_Coding_Sequences,3426.0,3163.75,3436.0,2944.0,3505.0,3486.835,2971.23,2971.23,3715.0,Enterococcus_gallinarum
Genome_Size,3653794.0,3303079.0,3656297.5,3113970.0,3725113.0,3672084.64,3119722.035,3119722.04,3792603.0,Enterococcus_gallinarum
N50,216932.0,124778.25,353341.75,20594.0,607780.0,574698.735,26027.005,26027.0,574698.74,Pasteurella_multocida
number,36.0,27.0,57.0,14.0,198.0,171.7349999999999,16.0,16.0,171.73,Pasteurella_multocida
longest,523077.0,326813.0,596807.0,76685.0,792317.0,764185.5449999997,88404.855,88404.86,764185.54,Pasteurella_multocida
GC_Content,0.403053,0.40256925,0.40352675,0.401223,0.4065,0.40533604,0.401305975,0.4009,0.4087,Pasteurella_multocida
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,100.0,90.01,100.0,Pasteurella_multocida
Contamination,0.16,0.14,0.18,0.05,0.43,0.327349999999999,0.07265,0.05,2.06,Pasteurella_multocida
Total_Coding_Sequences,2119.0,2079.0,2183.0,2011.0,2492.0,2445.47,2014.265,2014.26,2877.0,Pasteurella_multocida
Genome_Size,2282219.5,2254207.25,2323164.75,2187095.0,2528949.0,2494689.284999999,2194845.54,2126408.0,2783224.0,Pasteurella_multocida
N50,382044.0,310758.0,395504.0,124437.0,496610.0,496610.0,125967.05,125967.05,496610.0,Pediococcus_acidilactici
number,21.0,18.0,26.0,10.0,59.0,57.579999999999984,11.42,11.42,57.58,Pediococcus_acidilactici
longest,598463.0,478291.0,636589.0,276133.0,678609.0,678609.0,293047.33,293047.33,678609.0,Pediococcus_acidilactici
GC_Content,0.421492,0.4206715,0.4219044999999999,0.4175549999999999,0.42389,0.42370469,0.41755571,0.4176,0.426,Pediococcus_acidilactici
Completeness_Specific,99.99,99.99,100.0,99.78,100.0,100.0,99.78,90.29,100.0,Pediococcus_acidilactici
Contamination,0.37,0.0,0.63,0.0,1.38,1.38,0.0,0.0,6.35,Pediococcus_acidilactici
Total_Coding_Sequences,1903.0,1830.5,1918.5,1704.0,2141.0,2141.0,1741.63,1741.63,2241.0,Pediococcus_acidilactici
Genome_Size,1950935.0,1946433.0,2001750.5,1784369.0,2159651.0,2159651.0,1807238.81,1779925.0,2228155.0,Pediococcus_acidilactici
N50,230222.0,149855.5,366277.5,36144.0,631906.0,549233.435,53901.0,53901.0,549233.44,Lactiplantibacillus_plantarum
number,69.0,47.0,92.0,22.0,390.0,261.02000000000044,23.0,23.0,261.02,Lactiplantibacillus_plantarum
longest,528446.0,354431.0,579125.0,135948.0,868482.0,838410.6900000001,153244.97,153244.97,838410.69,Lactiplantibacillus_plantarum
GC_Content,0.4443255,0.443563,0.44502325,0.438934,0.452345,0.45159045,0.44026271,0.4403,0.4516,Lactiplantibacillus_plantarum
Completeness_Specific,100.0,100.0,100.0,95.98,100.0,100.0,99.1813,97.49,100.0,Lactiplantibacillus_plantarum
Contamination,0.61,0.49,0.88,0.26,2.47,2.0558500000000004,0.3,0.3,3.02,Lactiplantibacillus_plantarum
Total_Coding_Sequences,3134.0,3037.0,3191.0,2787.0,3650.0,3522.2650000000003,2797.49,2709.0,3620.0,Lactiplantibacillus_plantarum
Genome_Size,3293173.5,3214705.5,3353967.0,2944055.0,3645750.0,3571925.0000000005,2946694.605,2839103.0,3697306.0,Lactiplantibacillus_plantarum
N50,141747.5,41267.0,256353.25,6969.0,869412.0,752341.7150000005,10146.335,10146.33,752341.72,Bacillus_cereus
number,156.5,83.75,379.5,36.0,1331.0,1130.6850000000002,39.0,39.0,1130.69,Bacillus_cereus
longest,423784.5,204722.0,734283.25,46110.0,2366961.0,1956459.77,80633.175,80633.18,1956459.77,Bacillus_cereus
GC_Content,0.350755,0.349737,0.3514095,0.346332,0.355792,0.35494806,0.34689253,0.3469,0.3563,Bacillus_cereus
Completeness_Specific,100.0,100.0,100.0,99.59,100.0,100.0,99.99,95.97,100.0,Bacillus_cereus
Contamination,0.07,0.0,0.4625,0.0,6.28,5.2205,0.0,0.0,5.22,Bacillus_cereus
Total_Coding_Sequences,5817.5,5570.5,6031.5,5022.0,7097.0,7065.4400000000005,5054.51,5054.51,7065.44,Bacillus_cereus
Genome_Size,5679005.0,5500693.75,5923537.75,4942523.0,6752875.0,6736795.665,4980500.375,4980500.38,6736795.66,Bacillus_cereus
N50,70333.5,56059.25,92442.75,39885.0,218363.0,218354.28,40415.83,40415.83,218354.28,Mesomycoplasma_hyopneumoniae
number,48.5,37.0,58.75,17.0,93.0,90.82,18.635,18.64,90.82,Mesomycoplasma_hyopneumoniae
longest,145219.0,119049.75,204753.5,76363.0,365749.0,365746.82,78048.14,78048.14,365746.82,Mesomycoplasma_hyopneumoniae
GC_Content,0.2854314999999999,0.28488175,0.28573325,0.283957,0.286892,0.28680371,0.283990245,0.2836,0.2868,Mesomycoplasma_hyopneumoniae
Completeness_Specific,99.34,99.0825,99.53,98.35,99.85,99.84455,98.4372,94.33,99.84,Mesomycoplasma_hyopneumoniae
Contamination,0.05,0.04,0.06,0.03,0.13,0.1245499999999999,0.03,0.03,2.22,Mesomycoplasma_hyopneumoniae
Total_Coding_Sequences,716.0,700.0,730.75,674.0,785.0,771.375,678.36,678.36,789.0,Mesomycoplasma_hyopneumoniae
Genome_Size,896403.0,881922.5,913559.25,867720.0,942895.0,938947.565,869792.09,869792.09,960532.0,Mesomycoplasma_hyopneumoniae
N50,260185.0,109398.0,576740.0,28032.0,1170853.0,1131703.78,41666.24,41666.24,1131703.78,Lactobacillus_paragasseri
number,32.0,20.0,50.0,10.0,196.0,152.19999999999936,11.42,11.42,152.2,Lactobacillus_paragasseri
longest,566961.0,289812.0,862766.0,118103.0,1170853.0,1131703.78,119270.32,119270.32,1131703.78,Lactobacillus_paragasseri
GC_Content,0.347884,0.34718,0.348487,0.344989,0.3508469999999999,0.35057162,0.3455503,0.3456,0.3506,Lactobacillus_paragasseri
Completeness_Specific,99.97,99.95,99.98,99.17,100.0,100.0,99.751,97.9,100.0,Lactobacillus_paragasseri
Contamination,0.1,0.04,0.13,0.0,1.08,0.780199999999997,0.01,0.01,0.78,Lactobacillus_paragasseri
Total_Coding_Sequences,1930.0,1866.0,1980.0,1770.0,2215.0,2179.0999999999995,1773.68,1773.68,2179.1,Lactobacillus_paragasseri
Genome_Size,1972116.0,1940078.0,2020588.0,1844619.0,2139568.0,2130660.6,1862133.42,1862133.42,2130660.6,Lactobacillus_paragasseri
N50,344761.0,182751.0,706519.0,10088.0,1382104.0,1198333.11,14105.4,14105.4,1198333.11,Bacillus_anthracis
number,62.0,49.0,94.0,28.0,924.0,748.1050000000002,30.655,30.66,748.11,Bacillus_anthracis
longest,1031943.0,587256.0,1635366.0,58403.0,2068938.0,1772426.525,85446.705,85446.7,1772426.52,Bacillus_anthracis
GC_Content,0.351177,0.351054,0.35154325,0.349383,0.354346,0.35378407,0.350079995,0.3501,0.3548,Bacillus_anthracis
Completeness_Specific,100.0,100.0,100.0,99.97,100.0,100.0,99.99,94.84,100.0,Bacillus_anthracis
Contamination,0.13,0.12,0.2025,0.0,2.37,1.126900000000001,0.01,0.01,3.04,Bacillus_anthracis
Total_Coding_Sequences,5745.0,5629.0,5764.0,5173.0,6292.0,6085.725,5240.0,5240.0,6085.72,Bacillus_anthracis
Genome_Size,5450887.5,5400846.25,5460548.5,5059644.0,5925571.0,5820350.31,5132404.92,5132404.92,5820350.31,Bacillus_anthracis
N50,292850.0,178216.5,386105.5,28256.0,1022549.0,678982.4400000001,50135.15,50135.15,678982.44,Bacteroides_cellulosilyticus
number,87.0,71.0,137.5,33.0,502.0,496.85000000000105,36.03,36.03,496.85,Bacteroides_cellulosilyticus
longest,722212.0,514793.5,916518.0,95661.0,2164143.0,1631561.22,158699.52,158699.52,1631561.22,Bacteroides_cellulosilyticus
GC_Content,0.428365,0.427111,0.4296799999999999,0.424277,0.433839,0.43275388,0.42442726,0.4244,0.4328,Bacteroides_cellulosilyticus
Completeness_Specific,99.97,99.94,99.99,99.57,100.0,100.0,99.6808,99.68,100.0,Bacteroides_cellulosilyticus
Contamination,1.1,0.805,1.465,0.36,3.17,3.1385000000000014,0.4204,0.35,3.14,Bacteroides_cellulosilyticus
Total_Coding_Sequences,5435.0,5260.0,5617.5,4954.0,6351.0,6026.95,4981.5,4981.5,6026.95,Bacteroides_cellulosilyticus
